"Fighter","Stance","WT_Class","Date","Birthdate","Height_mean","Height_sum","Height_max","Height_min","Height_sd","Weight_mean","Weight_sum","Weight_max","Weight_min","Weight_sd","Reach_mean","Reach_sum","Reach_max","Reach_min","Reach_sd","Rnd_mean","Rnd_sum","Rnd_max","Rnd_min","Rnd_sd","SDBL_mean","SDBL_sum","SDBL_max","SDBL_min","SDBL_sd","SDB_A_mean","SDB_A_sum","SDB_A_max","SDB_A_min","SDB_A_sd","SDHL_mean","SDHL_sum","SDHL_max","SDHL_min","SDHL_sd","SDH_A_mean","SDH_A_sum","SDH_A_max","SDH_A_min","SDH_A_sd","SDLL_mean","SDLL_sum","SDLL_max","SDLL_min","SDLL_sd","SDL_A_mean","SDL_A_sum","SDL_A_max","SDL_A_min","SDL_A_sd","TSL_mean","TSL_sum","TSL_max","TSL_min","TSL_sd","TS_A_mean","TS_A_sum","TS_A_max","TS_A_min","TS_A_sd","SSL_mean","SSL_sum","SSL_max","SSL_min","SSL_sd","SS_A_mean","SS_A_sum","SS_A_max","SS_A_min","SS_A_sd","X.Total_Strikes_mean","X.Total_Strikes_sum","X.Total_Strikes_max","X.Total_Strikes_min","X.Total_Strikes_sd","KD_mean","KD_sum","KD_max","KD_min","KD_sd","X.BODY_mean","X.BODY_sum","X.BODY_max","X.BODY_min","X.BODY_sd","X.HEAD_mean","X.HEAD_sum","X.HEAD_max","X.HEAD_min","X.HEAD_sd","X.LEG_mean","X.LEG_sum","X.LEG_max","X.LEG_min","X.LEG_sd","SCBL_mean","SCBL_sum","SCBL_max","SCBL_min","SCBL_sd","SCB_A_mean","SCB_A_sum","SCB_A_max","SCB_A_min","SCB_A_sd","SCHL_mean","SCHL_sum","SCHL_max","SCHL_min","SCHL_sd","SCH_A_mean","SCH_A_sum","SCH_A_max","SCH_A_min","SCH_A_sd","SCLL_mean","SCLL_sum","SCLL_max","SCLL_min","SCLL_sd","SCL_A_mean","SCL_A_sum","SCL_A_max","SCL_A_min","SCL_A_sd","RV_mean","RV_sum","RV_max","RV_min","RV_sd","SR_mean","SR_sum","SR_max","SR_min","SR_sd","TDL_mean","TDL_sum","TDL_max","TDL_min","TDL_sd","TD_A_mean","TD_A_sum","TD_A_max","TD_A_min","TD_A_sd","TDS_mean","TDS_sum","TDS_max","TDS_min","TDS_sd","X.TK_ACC_mean","X.TK_ACC_sum","X.TK_ACC_max","X.TK_ACC_min","X.TK_ACC_sd","SGBL_mean","SGBL_sum","SGBL_max","SGBL_min","SGBL_sd","SGB_A_mean","SGB_A_sum","SGB_A_max","SGB_A_min","SGB_A_sd","SGHL_mean","SGHL_sum","SGHL_max","SGHL_min","SGHL_sd","SGH_A_mean","SGH_A_sum","SGH_A_max","SGH_A_min","SGH_A_sd","SGLL_mean","SGLL_sum","SGLL_max","SGLL_min","SGLL_sd","SGL_A_mean","SGL_A_sum","SGL_A_max","SGL_A_min","SGL_A_sd","AD_mean","AD_sum","AD_max","AD_min","AD_sd","ADTB_mean","ADTB_sum","ADTB_max","ADTB_min","ADTB_sd","ADHG_mean","ADHG_sum","ADHG_max","ADHG_min","ADHG_sd","ADTM_mean","ADTM_sum","ADTM_max","ADTM_min","ADTM_sd","ADTS_mean","ADTS_sum","ADTS_max","ADTS_min","ADTS_sd","SM_mean","SM_sum","SM_max","SM_min","SM_sd","Southpaw_Stance_mean","Southpaw_Stance_sum","Southpaw_Stance_max","Southpaw_Stance_min","Southpaw_Stance_sd","Orthodox_Stance_mean","Orthodox_Stance_sum","Orthodox_Stance_max","Orthodox_Stance_min","Orthodox_Stance_sd","Switch_Stance_mean","Switch_Stance_sum","Switch_Stance_max","Switch_Stance_min","Switch_Stance_sd","Time_Seconds_mean","Time_Seconds_sum","Time_Seconds_max","Time_Seconds_min","Time_Seconds_sd","Total_Fight_Time_Seconds_mean","Total_Fight_Time_Seconds_sum","Total_Fight_Time_Seconds_max","Total_Fight_Time_Seconds_min","Total_Fight_Time_Seconds_sd","Decision_Unanimous_mean","Decision_Unanimous_sum","Decision_Unanimous_max","Decision_Unanimous_min","Decision_Unanimous_sd","KO_TKO_mean","KO_TKO_sum","KO_TKO_max","KO_TKO_min","KO_TKO_sd","Submission_mean","Submission_sum","Submission_max","Submission_min","Submission_sd","Decision_Split_mean","Decision_Split_sum","Decision_Split_max","Decision_Split_min","Decision_Split_sd","No_Contest_mean","No_Contest_sum","No_Contest_max","No_Contest_min","No_Contest_sd","Draw_mean","Draw_sum","Draw_max","Draw_min","Draw_sd","Decision_Majority_mean","Decision_Majority_sum","Decision_Majority_max","Decision_Majority_min","Decision_Majority_sd","TKO_Doctors_Stoppage_mean","TKO_Doctors_Stoppage_sum","TKO_Doctors_Stoppage_max","TKO_Doctors_Stoppage_min","TKO_Doctors_Stoppage_sd","Africa_mean","Africa_sum","Africa_max","Africa_min","Africa_sd","Asia_mean","Asia_sum","Asia_max","Asia_min","Asia_sd","Europe_mean","Europe_sum","Europe_max","Europe_min","Europe_sd","North_America_mean","North_America_sum","North_America_max","North_America_min","North_America_sd","South_America_mean","South_America_sum","South_America_max","South_America_min","South_America_sd","Oceania_mean","Oceania_sum","Oceania_max","Oceania_min","Oceania_sd","X.Significant_Strikes_mean","X.Significant_Strikes_sum","X.Significant_Strikes_max","X.Significant_Strikes_min","X.Significant_Strikes_sd","X.Clinch_Body_Strikes_mean","X.Clinch_Body_Strikes_sum","X.Clinch_Body_Strikes_max","X.Clinch_Body_Strikes_min","X.Clinch_Body_Strikes_sd","X.Clinch_Head_Strikes_mean","X.Clinch_Head_Strikes_sum","X.Clinch_Head_Strikes_max","X.Clinch_Head_Strikes_min","X.Clinch_Head_Strikes_sd","X.Clinch_Leg_Strikes_mean","X.Clinch_Leg_Strikes_sum","X.Clinch_Leg_Strikes_max","X.Clinch_Leg_Strikes_min","X.Clinch_Leg_Strikes_sd","X.Ground_Body_Strikes_mean","X.Ground_Body_Strikes_sum","X.Ground_Body_Strikes_max","X.Ground_Body_Strikes_min","X.Ground_Body_Strikes_sd","X.Ground_Head_Strikes_mean","X.Ground_Head_Strikes_sum","X.Ground_Head_Strikes_max","X.Ground_Head_Strikes_min","X.Ground_Head_Strikes_sd","X.Ground_Leg_Strikes_mean","X.Ground_Leg_Strikes_sum","X.Ground_Leg_Strikes_max","X.Ground_Leg_Strikes_min","X.Ground_Leg_Strikes_sd","Results_mean","Results_sum","Results_max","Results_min","Results_sd"
"Marlon Vera","Switch","Bantamweight",2018-12-29,1993-05-08,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,3,3,3,3,0,6,6,6,6,0,4,4,4,4,0,29,29,29,29,0,27,27,27,27,0,34,34,34,34,0,92,92,92,92,0,133,133,133,133,0,46,46,46,46,0,82,82,82,82,0,69,69,69,69,0,0,0,0,0,0,73,73,73,73,0,24,24,24,24,0,79,79,79,79,0,8,8,8,8,0,9,9,9,9,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,56,56,56,56,0,88,88,88,88,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2019-03-16,1993-05-08,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,2,2,2,2,0,5,5,5,5,0,10,10,10,10,0,15,15,15,15,0,45,45,45,45,0,10,10,10,10,0,12,12,12,12,0,59,59,59,59,0,102,102,102,102,0,45,45,45,45,0,86,86,86,86,0,57,57,57,57,0,1,1,1,1,0,62,62,62,62,0,41,41,41,41,0,87,87,87,87,0,3,3,3,3,0,3,3,3,3,0,2,2,2,2,0,3,3,3,3,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,4,0,1,1,1,1,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,293,293,293,293,0,593,593,593,593,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,52,52,52,52,0,100,100,100,100,0,66,66,66,66,0,100,100,100,100,0,0,0,0,0,0,70,70,70,70,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2019-04-13,1988-07-09,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,15,15,15,15,0,21,21,21,21,0,31,31,31,31,0,73,73,73,73,0,15,15,15,15,0,15,15,15,15,0,112,112,112,112,0,172,172,172,172,0,105,105,105,105,0,162,162,162,162,0,65,65,65,65,0,0,0,0,0,0,82,82,82,82,0,55,55,55,55,0,100,100,100,100,0,8,8,8,8,0,8,8,8,8,0,11,11,11,11,0,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,100,100,100,100,0,5,5,5,5,0,5,5,5,5,0,20,20,20,20,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,64,64,64,64,0,100,100,100,100,0,84,84,84,84,0,0,0,0,0,0,100,100,100,100,0,74,74,74,74,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2019-05-04,1987-11-19,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,5,5,5,5,0,13,13,13,13,0,34,34,34,34,0,38,38,38,38,0,160,160,160,160,0,34,34,34,34,0,41,41,41,41,0,89,89,89,89,0,241,241,241,241,0,89,89,89,89,0,241,241,241,241,0,36,36,36,36,0,0,0,0,0,0,40,40,40,40,0,25,25,25,25,0,83,83,83,83,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,1500,1500,1500,1500,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,36,36,36,36,0,100,100,100,100,0,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2019-06-08,1984-02-12,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,2,2,2,2,0,5,5,5,5,0,7,7,7,7,0,5,5,5,5,0,19,19,19,19,0,1,1,1,1,0,1,1,1,1,0,26,26,26,26,0,49,49,49,49,0,25,25,25,25,0,48,48,48,48,0,53,53,53,53,0,0,0,0,0,0,78,78,78,78,0,45,45,45,45,0,100,100,100,100,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,135,135,135,135,0,435,435,435,435,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,52,52,52,52,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2019-08-31,1990-03-10,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,5,5,5,5,0,20,20,20,20,0,29,29,29,29,0,76,76,76,76,0,177,177,177,177,0,37,37,37,37,0,40,40,40,40,0,167,167,167,167,0,291,291,291,291,0,159,159,159,159,0,283,283,283,283,0,57,57,57,57,0,3,3,3,3,0,71,71,71,71,0,46,46,46,46,0,89,89,89,89,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,0,26,26,26,26,0,5,5,5,5,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,1500,1500,1500,1500,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,56,56,56,56,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,71,71,71,71,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2020-03-07,1988-03-20,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,8,8,8,8,0,12,12,12,12,0,4,4,4,4,0,35,35,35,35,0,1,1,1,1,0,1,1,1,1,0,28,28,28,28,0,72,72,72,72,0,23,23,23,23,0,66,66,66,66,0,38,38,38,38,0,0,0,0,0,0,68,68,68,68,0,20,20,20,20,0,100,100,100,100,0,5,5,5,5,0,7,7,7,7,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,6,6,6,0,0,0,0,0,0,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,34,34,34,34,0,71,71,71,71,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2021-12-18,1988-07-09,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,8,8,8,8,0,13,13,13,13,0,107,107,107,107,0,208,208,208,208,0,23,23,23,23,0,25,25,25,25,0,141,141,141,141,0,251,251,251,251,0,141,141,141,141,0,251,251,251,251,0,56,56,56,56,0,0,0,0,0,0,64,64,64,64,0,51,51,51,51,0,92,92,92,92,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,56,56,56,56,0,100,100,100,100,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2022-05-07,1984-02-12,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,13,13,13,13,0,22,22,22,22,0,34,34,34,34,0,81,81,81,81,0,21,21,21,21,0,24,24,24,24,0,115,115,115,115,0,187,187,187,187,0,92,92,92,92,0,164,164,164,164,0,61,61,61,61,0,0,0,0,0,0,72,72,72,72,0,42,42,42,42,0,85,85,85,85,0,15,15,15,15,0,17,17,17,17,0,4,4,4,4,0,10,10,10,10,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,67,67,67,67,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,56,56,56,56,0,88,88,88,88,0,40,40,40,40,0,50,50,50,50,0,100,100,100,100,0,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2022-09-17,1988-08-08,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,1,1,1,1,0,2,2,2,2,0,8,8,8,8,0,0,0,0,0,0,4,4,4,4,0,9,9,9,9,0,10,10,10,10,0,18,18,18,18,0,30,30,30,30,0,18,18,18,18,0,30,30,30,30,0,60,60,60,60,0,0,0,0,0,0,40,40,40,40,0,50,50,50,50,0,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,5,5,5,5,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,280,280,280,280,0,280,280,280,280,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,83,83,83,83,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2023-02-11,1993-11-03,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,8,8,8,8,0,23,23,23,23,0,32,32,32,32,0,85,85,85,85,0,19,19,19,19,0,23,23,23,23,0,72,72,72,72,0,149,149,149,149,0,67,67,67,67,0,143,143,143,143,0,48,48,48,48,0,1,1,1,1,0,38,38,38,38,0,41,41,41,41,0,83,83,83,83,0,1,1,1,1,0,1,1,1,1,0,4,4,4,4,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,230,230,230,230,0,830,830,830,830,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,46,46,46,46,0,100,100,100,100,0,57,57,57,57,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2023-03-18,1995-03-31,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,21,21,21,21,0,28,28,28,28,0,28,28,28,28,0,135,135,135,135,0,22,22,22,22,0,24,24,24,24,0,75,75,75,75,0,195,195,195,195,0,72,72,72,72,0,191,191,191,191,0,38,38,38,38,0,0,0,0,0,0,76,76,76,76,0,20,20,20,20,0,92,92,92,92,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,37,37,37,37,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Vera","Switch","Bantamweight",2023-03-18,1996-04-30,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,2,2,2,2,0,1,1,1,1,0,4,4,4,4,0,2,2,2,2,0,5,5,5,5,0,0,0,0,0,0,1,1,1,1,0,36,36,36,36,0,48,48,48,48,0,24,24,24,24,0,35,35,35,35,0,75,75,75,75,0,1,1,1,1,0,71,71,71,71,0,72,72,72,72,0,33,33,33,33,0,8,8,8,8,0,9,9,9,9,0,8,8,8,8,0,8,8,8,8,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,1,1,1,1,0,100,100,100,100,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,91,91,91,91,0,391,391,391,391,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,68,68,68,68,0,88,88,88,88,0,100,100,100,100,0,50,50,50,50,0,100,100,100,100,0,60,60,60,60,0,0,0,0,0,0,1,1,1,1,0
"Marlon Vera","Switch","Bantamweight",2023-04-22,1989-04-12,68,68,68,68,0,136,136,136,136,0,70,70,70,70,0,3,3,3,3,0,22,22,22,22,0,26,26,26,26,0,47,47,47,47,0,106,106,106,106,0,6,6,6,6,0,8,8,8,8,0,110,110,110,110,0,187,187,187,187,0,88,88,88,88,0,164,164,164,164,0,58,58,58,58,0,1,1,1,1,0,85,85,85,85,0,46,46,46,46,0,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,0,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,230,230,230,230,0,830,830,830,830,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,53,53,53,53,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,0,0,0,0,0,0,1,1,1,1,0
